nohup: ignoring input
{'R': 54000,
 'alpha': 10.0,
 'batch_size': 256,
 'cq_lambda': 0.0,
 'dataset': 'cifar10',
 'decay_step': 5000,
 'device': '/gpu:0',
 'finetune_all': True,
 'img_db': '/home/chenshen/Projects/Hash/DeepHash/CY-DeepHash/data/cifar10/database.txt',
 'img_model': 'alexnet',
 'img_te': '/home/chenshen/Projects/Hash/DeepHash/CY-DeepHash/data/cifar10/test.txt',
 'img_tr': '/home/chenshen/Projects/Hash/DeepHash/CY-DeepHash/data/cifar10/train.txt',
 'label_dim': 10,
 'learning_rate': 5e-05,
 'learning_rate_decay_factor': 0.5,
 'log_dir': 'tflog',
 'loss_type': 'cross_entropy',
 'max_iter': 2000,
 'model_weights': '../../DeepHash/architecture/pretrained_model/reference_pretrain.npy',
 'output_dim': 32,
 'save_dir': './models/',
 'val_batch_size': 100}
initializing
launching session
loading img model from ../../DeepHash/architecture/pretrained_model/reference_pretrain.npy
['hash_layer', 'fc6', 'fc7', 'conv3', 'conv2', 'conv1', 'conv5', 'conv4']
img model loading finished
Initializing Dataset
Dataset already
2019-05-04 21:15:24.259166 #train# start training
2019-05-04 21:15:38.688765 #train# step    1, loss = inf, cross_entropy loss = inf, 8.0 sec/batch
2019-05-04 21:38:43.987818 #train# step 1030, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:38:45.326788 #train# step 1031, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:38:46.646457 #train# step 1032, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:38:47.972325 #train# step 1033, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:38:49.270667 #train# step 1034, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:38:50.603721 #train# step 1035, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:38:51.940629 #train# step 1036, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:38:53.283291 #train# step 1037, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:38:54.620998 #train# step 1038, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:38:55.970192 #train# step 1039, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:38:57.327701 #train# step 1040, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:38:58.666480 #train# step 1041, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:38:59.990301 #train# step 1042, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:01.333342 #train# step 1043, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:02.687124 #train# step 1044, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:04.005260 #train# step 1045, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:05.331757 #train# step 1046, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:06.664082 #train# step 1047, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:07.972521 #train# step 1048, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:09.285336 #train# step 1049, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:10.612040 #train# step 1050, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:11.929353 #train# step 1051, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:13.259707 #train# step 1052, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:14.593788 #train# step 1053, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:15.922658 #train# step 1054, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:17.258196 #train# step 1055, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:18.587845 #train# step 1056, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:19.917010 #train# step 1057, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:21.242939 #train# step 1058, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:22.572926 #train# step 1059, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:23.902112 #train# step 1060, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:25.232315 #train# step 1061, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:26.565434 #train# step 1062, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:27.895760 #train# step 1063, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:29.202884 #train# step 1064, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:30.511989 #train# step 1065, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:31.810166 #train# step 1066, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:33.129805 #train# step 1067, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:34.458225 #train# step 1068, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:35.777732 #train# step 1069, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:37.099456 #train# step 1070, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:38.425590 #train# step 1071, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:39.748061 #train# step 1072, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:41.070952 #train# step 1073, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:42.396909 #train# step 1074, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:43.724602 #train# step 1075, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:45.054560 #train# step 1076, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:46.394832 #train# step 1077, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:47.719275 #train# step 1078, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:49.046986 #train# step 1079, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:50.375393 #train# step 1080, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:51.702640 #train# step 1081, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:53.028147 #train# step 1082, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:54.359445 #train# step 1083, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:55.689441 #train# step 1084, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:56.991411 #train# step 1085, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:58.322040 #train# step 1086, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:39:59.644150 #train# step 1087, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:00.956500 #train# step 1088, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:02.275461 #train# step 1089, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:03.571241 #train# step 1090, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:04.888948 #train# step 1091, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:06.214286 #train# step 1092, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:07.531199 #train# step 1093, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:08.872805 #train# step 1094, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:10.197283 #train# step 1095, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:11.525181 #train# step 1096, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:12.857571 #train# step 1097, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:14.186926 #train# step 1098, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:15.522023 #train# step 1099, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:16.854374 #train# step 1100, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:18.183164 #train# step 1101, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:19.496612 #train# step 1102, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:20.820781 #train# step 1103, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:22.151256 #train# step 1104, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:23.472560 #train# step 1105, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:24.810515 #train# step 1106, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:26.149001 #train# step 1107, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:27.487790 #train# step 1108, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:28.822728 #train# step 1109, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:30.159148 #train# step 1110, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:31.504232 #train# step 1111, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:32.853985 #train# step 1112, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:34.201625 #train# step 1113, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:35.549287 #train# step 1114, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:36.873735 #train# step 1115, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:38.195366 #train# step 1116, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:39.543753 #train# step 1117, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:40.883251 #train# step 1118, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:42.234154 #train# step 1119, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:43.571474 #train# step 1120, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:44.921247 #train# step 1121, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:46.246836 #train# step 1122, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:47.581116 #train# step 1123, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:48.929076 #train# step 1124, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:50.263640 #train# step 1125, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:51.596400 #train# step 1126, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:52.929210 #train# step 1127, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:54.262429 #train# step 1128, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:55.597949 #train# step 1129, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:56.925904 #train# step 1130, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:58.252513 #train# step 1131, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:40:59.590621 #train# step 1132, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:00.921744 #train# step 1133, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:02.256765 #train# step 1134, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:03.585099 #train# step 1135, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:04.912307 #train# step 1136, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:06.255969 #train# step 1137, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:07.588030 #train# step 1138, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:08.930219 #train# step 1139, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:10.263229 #train# step 1140, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:11.589609 #train# step 1141, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:12.916754 #train# step 1142, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:14.241423 #train# step 1143, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:15.567691 #train# step 1144, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:16.890258 #train# step 1145, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:18.216752 #train# step 1146, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:19.549418 #train# step 1147, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:20.856776 #train# step 1148, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:22.186272 #train# step 1149, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:23.515030 #train# step 1150, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:24.846132 #train# step 1151, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:26.180976 #train# step 1152, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:27.527040 #train# step 1153, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:28.862352 #train# step 1154, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:30.206480 #train# step 1155, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:31.532429 #train# step 1156, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:32.867038 #train# step 1157, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:34.194369 #train# step 1158, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:35.523265 #train# step 1159, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:36.850645 #train# step 1160, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:38.186195 #train# step 1161, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:39.514309 #train# step 1162, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:40.846059 #train# step 1163, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:42.175080 #train# step 1164, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:43.501644 #train# step 1165, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:44.848640 #train# step 1166, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:46.183180 #train# step 1167, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:47.505829 #train# step 1168, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:48.836522 #train# step 1169, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:50.165923 #train# step 1170, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:51.509353 #train# step 1171, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:52.845594 #train# step 1172, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:54.173738 #train# step 1173, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:55.504490 #train# step 1174, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:56.823037 #train# step 1175, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:58.139509 #train# step 1176, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:41:59.478351 #train# step 1177, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:00.812908 #train# step 1178, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:02.155923 #train# step 1179, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:03.478887 #train# step 1180, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:04.800054 #train# step 1181, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:06.343141 #train# step 1182, loss = nan, cross_entropy loss = inf, 1.5 sec/batch
2019-05-04 21:42:07.671050 #train# step 1183, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:09.008525 #train# step 1184, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:10.339152 #train# step 1185, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:11.664126 #train# step 1186, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:12.991403 #train# step 1187, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:14.318622 #train# step 1188, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:15.650304 #train# step 1189, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:16.985924 #train# step 1190, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:18.317738 #train# step 1191, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:19.653125 #train# step 1192, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:20.991585 #train# step 1193, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:22.327303 #train# step 1194, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:23.643037 #train# step 1195, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:24.975938 #train# step 1196, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:26.335344 #train# step 1197, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:27.678149 #train# step 1198, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:29.081056 #train# step 1199, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:42:30.416736 #train# step 1200, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:31.762989 #train# step 1201, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:33.096052 #train# step 1202, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:34.434246 #train# step 1203, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:35.765236 #train# step 1204, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:37.104171 #train# step 1205, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:38.501064 #train# step 1206, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:42:39.885396 #train# step 1207, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:41.338279 #train# step 1208, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:42:42.713779 #train# step 1209, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:44.060568 #train# step 1210, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:45.405690 #train# step 1211, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:46.746166 #train# step 1212, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:48.098655 #train# step 1213, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:49.436320 #train# step 1214, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:50.781116 #train# step 1215, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:52.131417 #train# step 1216, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:53.481806 #train# step 1217, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:54.818272 #train# step 1218, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:56.155313 #train# step 1219, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:57.489643 #train# step 1220, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:42:58.806413 #train# step 1221, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:00.122853 #train# step 1222, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:01.460734 #train# step 1223, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:02.796515 #train# step 1224, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:04.144709 #train# step 1225, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:05.489589 #train# step 1226, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:06.833774 #train# step 1227, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:08.188269 #train# step 1228, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:09.534280 #train# step 1229, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:10.875644 #train# step 1230, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:12.215013 #train# step 1231, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:13.547170 #train# step 1232, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:14.887278 #train# step 1233, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:16.226206 #train# step 1234, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:17.574445 #train# step 1235, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:18.905650 #train# step 1236, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:20.218309 #train# step 1237, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:21.529839 #train# step 1238, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:22.862493 #train# step 1239, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:24.185570 #train# step 1240, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:25.503156 #train# step 1241, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:26.835624 #train# step 1242, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:28.197414 #train# step 1243, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:29.560055 #train# step 1244, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:30.898585 #train# step 1245, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:32.288318 #train# step 1246, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:43:33.673938 #train# step 1247, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:35.068724 #train# step 1248, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:36.416737 #train# step 1249, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:37.774223 #train# step 1250, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:39.181987 #train# step 1251, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:43:40.559127 #train# step 1252, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:41.991682 #train# step 1253, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:43:43.329866 #train# step 1254, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:44.673809 #train# step 1255, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:46.017270 #train# step 1256, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:47.351613 #train# step 1257, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:48.693696 #train# step 1258, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:50.053852 #train# step 1259, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:51.430224 #train# step 1260, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:52.803359 #train# step 1261, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:54.155744 #train# step 1262, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:55.521718 #train# step 1263, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:56.964251 #train# step 1264, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:43:58.314872 #train# step 1265, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:43:59.664254 #train# step 1266, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:44:01.009224 #train# step 1267, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:44:02.354718 #train# step 1268, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:44:03.703833 #train# step 1269, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:44:05.041164 #train# step 1270, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:44:06.392148 #train# step 1271, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:44:07.736383 #train# step 1272, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:44:09.088897 #train# step 1273, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:44:10.428068 #train# step 1274, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:44:11.775043 #train# step 1275, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:44:13.121364 #train# step 1276, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:44:14.472368 #train# step 1277, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:44:15.836044 #train# step 1278, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:44:17.203281 #train# step 1279, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:44:18.559621 #train# step 1280, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:44:19.908322 #train# step 1281, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
